,1,10,2,3,4,5,6,7,8,9
1,0.5358914615681557,-9.95707332494257e-05,-0.06246417124085224,-0.00550438319299856,-0.09739344535247448,-0.08292984211753837,-0.07320573218092126,-0.08234792102692239,-0.06839278505869811,-0.06355367915618587
10,-0.2479238031336876,0.160394250172436,0.09479898851103985,0.006780780927841349,-0.008999082873026157,-0.07172890479147218,0.05520603070110279,-0.05056307970178835,0.030337655192831103,0.031697091293452495
2,-0.10140071491690597,6.527032110723126e-05,0.46260241310782635,0.0015109037809118465,-0.028913255462805057,-0.07312501693546555,-0.05089665753692192,-0.07303228920889608,-0.06080753801145261,-0.07600318210113216
3,-0.2452039481976839,0.0001270838447508814,0.04246836047358715,0.5019147098824427,0.0025561045311295744,-0.03749706695258401,-0.04892495637684864,-0.03456294669402353,-0.05873479207732385,-0.12214260117995906
4,-0.23747477735372505,-5.435368615440842e-06,-0.04143650193028248,0.00020246215314118424,0.5301946740053498,-0.02883594954788468,-0.02382897576242489,-0.05218011646164171,-0.05495769975461667,-0.09167776571500469
5,-0.2443090382402601,-8.364665972651523e-05,-0.13095946159474647,-0.002292500965665297,-0.031509820053735996,0.5498946634453556,-0.02837117379456562,-0.03712080179346315,-0.026095884644767697,-0.049152377414585835
6,-0.24380594546886405,7.946655842358637e-05,-0.10344202552251613,-0.0036466415444344445,-0.032858404944101596,-0.034762599565384605,0.6616413147196193,-0.055961669819481294,-0.034479210877201016,-0.15276436449873615
7,-0.23283681607784948,-5.611325740931165e-05,-0.12651089687161243,-0.0021752150900617405,-0.060712672451893115,-0.03815451736032746,-0.04754514610320133,0.6099213311206032,-0.037495172375223096,-0.06443486677396465
8,-0.22710491585524997,4.418274784809369e-05,-0.12381206933669842,-0.004381045972365157,-0.07512411815897586,-0.032560099907515266,-0.03462924798875851,-0.04427958040130846,0.6696872946085721,-0.12784046621906925
9,-0.08995116929503402,2.1630255110789272e-05,-0.06655404079966343,-0.003948884940142946,-0.0545803789593375,-0.027403936781285027,-0.0661341826423983,-0.03305232657683603,-0.05541780104615396,0.3970210520745499
