,1,10,11,2,3,4,5,6,7,8,9
1,0.5635176232523658,-0.0011289229192073833,-0.0001191711929975946,-0.05446033226598049,-0.008588388533728368,-0.11080554716386515,-0.0922570343468794,-0.12403844235749825,-0.0748224859900743,-0.07910282884317531,-0.018194601189619353
10,-0.16036087959339837,0.6630848536692325,-0.0001191711929975946,-0.11586741404879833,-0.007375994552323765,-0.09585847130142766,-0.07682756854821829,-0.03333675503317177,-0.06860770618840756,0.008725939108402594,-0.11345695729208594
11,-0.16036087959339837,-0.0011289229192073833,0.1548357837888063,-0.0792577569400146,0.029106303961550645,0.12280817905343455,0.02524394394229265,-0.12493241965357124,-0.07456858510449232,-0.04330579398724331,0.1515600231771409
2,-0.04889424084952096,-0.0007313452702249776,-5.210989947662992e-05,0.49494977248560645,0.0010773780807608897,-0.04392193427406865,-0.08738558328379778,-0.10673007010999977,-0.06820067165717186,-0.07498336045595898,-0.06512792433453207
3,-0.15773145491523663,-0.0009552816668759476,0.0004017525639967124,0.02302642119776463,0.4475976935639734,0.012745505365499676,-0.04508022739221243,-0.09474364682618439,-0.042011943257597106,-0.05807187242957844,-0.08517704556537276
4,-0.1544402813099883,-0.0009415382560576688,0.00013067500513280438,-0.06776761310447002,0.0010181478276604945,0.5314171073762266,-0.04266470445920614,-0.07499913885775863,-0.051839674434807914,-0.06394363401982082,-0.07596948022795325
5,-0.15786552578477184,-0.0009221650293796699,3.767962298589455e-05,-0.16767713753778482,-0.00407591564061696,-0.05098223855816442,0.5534106925256095,-0.05539998054090797,-0.037950248069313186,-0.03376873789879574,-0.044806532811647704
6,-0.15921298703445116,-0.0003087518894347738,-0.0001191711929975946,-0.15380221279609943,-0.006621283334145493,-0.06928561797463018,-0.04294228328992514,0.6759394294064873,-0.05422463508620562,-0.054479139135806695,-0.1349434575702012
7,-0.14667128152480344,-0.0009481319616782855,-0.00010853643052250218,-0.15001974301684642,-0.00446965181680972,-0.07297980582439023,-0.04464605970908789,-0.08268848448578178,0.6058360258273809,-0.04587372972223057,-0.05743072206926947
8,-0.1465169045635126,0.00010633933877093687,-5.8914498728693704e-05,-0.15591036202657962,-0.0058492544055228895,-0.08504441922628003,-0.03791493697692541,-0.0784971044916278,-0.0433646594949037,0.6600313836469959,-0.10698128889155989
9,-0.019141576581504144,-0.0008694288885920684,0.00012557883710833894,-0.07869355427373195,-0.005024896789739079,-0.059279726651540576,-0.0299397051208177,-0.11422239351604044,-0.03180550093128981,-0.06273161640915169,0.4015827325468003
