,banksy_niche,core_global,curl,elongation,purity,linearity
253,1,tma3_F3,0.0,0.598936935472808,0.9090909090909091,1.0
254,1,tma3_E3,0.0,0.5912794541656998,0.4307692307692308,0.9204076038777749
255,1,tma3_F3,0.0,0.689249303944655,0.72,1.0
256,1,tma3_F3,0.0,0.7063431135630216,0.6933333333333334,1.0
257,1,tma3_F3,0.0,0.7429565056595656,0.7317073170731707,1.0
258,1,tma3_F3,0.0,0.15861128184912676,0.7446808510638298,0.7813323560025539
259,1,tma3_F3,0.0,0.490249844621369,0.8225806451612904,0.8005044395794817
260,1,tma3_F3,0.0,0.14888698149955426,0.711864406779661,0.7276347777609989
261,1,tma3_F3,0.0,0.6915929895054234,0.8833333333333333,1.0
262,1,tma3_F3,0.0,0.6163178806266782,0.782608695652174,0.9357375188292775
263,1,tma3_F3,0.0,0.3941765967142312,0.8888888888888888,1.0
264,1,tma3_F3,0.0,0.5404941459218122,0.875,1.0
265,1,tma3_F3,0.0,0.6143563174172362,0.6504065040650406,1.0
266,1,tma3_F3,0.0,0.7393590632842733,0.5818181818181818,1.0
267,1,tma3_F3,0.0,0.46338625036225145,0.5782312925170068,1.0
268,1,tma3_F3,0.0,0.33367939837808125,0.5181644359464627,1.0
269,1,tma3_F3,0.0,0.49167947838940884,0.8,1.0
270,1,tma3_F3,0.0,0.6830985197600105,0.7777777777777778,1.0
271,1,tma3_F3,0.0,0.7202888924116925,0.6904761904761905,0.8913919656716456
272,1,tma3_F3,0.0,0.49795099676786236,0.7041420118343196,1.0
273,1,tma3_F3,0.0,0.7155470782589166,0.6265060240963856,1.0
274,1,tma3_F3,0.03676149120704242,0.023664401171410443,0.7777777777777778,0.7392227347452401
275,1,tma3_F3,0.0,0.14107538034612166,0.4375,0.6883480138159024
276,1,tma3_F3,0.0,0.5850274044574426,0.875,0.8112361778676498
277,1,tma3_F3,0.0,0.6815593404437343,0.5555555555555556,1.0
278,1,tma3_F3,0.0,0.3580888076022982,0.49065420560747663,0.8828290053271524
279,1,tma3_F3,0.0,0.5574054879388655,0.45714285714285713,1.0
280,1,tma3_F3,0.0,0.22369068865983288,0.9,0.7294236568191881
281,1,tma3_F3,0.0,0.176561945344911,1.0,1.0
282,1,tma3_F3,0.0,0.02213629694052177,0.9032258064516129,1.0
283,1,tma3_F3,0.0,0.5191277757077372,1.0,1.0
284,1,tma3_D2,0.0,0.29488392130388585,0.5255474452554745,0.7426290896137558
